# timestamp x y z qx qy qz qw
1766147821.623389482 208241.175421 2503039.658899 31.986128 0.028859 0.072328 -0.332555 0.939863
1766147821.643568993 208241.188854 2503039.647700 31.985172 0.028900 0.072459 -0.332744 0.939785
1766147821.670801878 208241.202243 2503039.636500 31.984178 0.028937 0.072506 -0.332936 0.939712
1766147821.683574677 208241.215578 2503039.625237 31.983189 0.028992 0.072608 -0.333114 0.939639
1766147821.703231812 208241.228889 2503039.613962 31.982190 0.029032 0.072619 -0.333306 0.939569
1766147821.723223209 208241.242157 2503039.602648 31.981160 0.029080 0.072664 -0.333503 0.939495
1766147821.743318796 208241.255427 2503039.591299 31.980149 0.029147 0.072654 -0.333712 0.939419
1766147821.811350584 208241.268682 2503039.579930 31.979102 0.029209 0.072635 -0.333926 0.939343
1766147821.820288181 208241.281990 2503039.568546 31.978067 0.029274 0.072652 -0.334140 0.939263
1766147821.826346874 208241.295645 2503039.557193 31.977159 0.029306 0.072627 -0.334383 0.939178
1766147821.831607819 208241.309636 2503039.545809 31.976355 0.029328 0.072684 -0.334620 0.939088
1766147821.843242168 208241.323728 2503039.534457 31.975580 0.029333 0.072700 -0.334866 0.938999
1766147821.865207195 208241.337909 2503039.523148 31.974752 0.029292 0.072784 -0.335109 0.938907
1766147821.883276463 208241.352236 2503039.511884 31.973990 0.029262 0.072847 -0.335356 0.938815
1766147821.903515339 208241.366686 2503039.500661 31.973214 0.029172 0.072947 -0.335593 0.938725
1766147821.923395395 208241.381271 2503039.489476 31.972479 0.029102 0.073061 -0.335812 0.938640
1766147821.943933725 208241.395966 2503039.478317 31.971733 0.028966 0.073160 -0.336021 0.938562
1766147821.971610546 208241.410770 2503039.467240 31.970996 0.028812 0.073304 -0.336207 0.938489
1766147821.983426094 208241.425719 2503039.456199 31.970280 0.028603 0.073401 -0.336381 0.938425
1766147822.003109217 208241.440709 2503039.445161 31.969543 0.028387 0.073521 -0.336536 0.938367
1766147822.023433685 208241.455792 2503039.434103 31.968852 0.028166 0.073634 -0.336681 0.938313
1766147822.043574333 208241.470921 2503039.423041 31.968095 0.027909 0.073714 -0.336837 0.938258
1766147822.064317703 208241.486078 2503039.411882 31.967343 0.027684 0.073825 -0.336993 0.938200
1766147822.083428621 208241.501263 2503039.400628 31.966510 0.027426 0.073879 -0.337167 0.938141
1766147822.103469133 208241.516460 2503039.389234 31.965657 0.027227 0.073949 -0.337363 0.938071
1766147822.123727560 208241.531672 2503039.377655 31.964751 0.027025 0.073976 -0.337582 0.937995
1766147822.143101215 208241.546886 2503039.365883 31.963764 0.026861 0.073995 -0.337831 0.937909
1766147822.169102430 208241.562113 2503039.353865 31.962734 0.026724 0.074027 -0.338079 0.937821
1766147822.183589458 208241.577331 2503039.341634 31.961596 0.026623 0.073988 -0.338345 0.937731
1766147822.203306198 208241.592571 2503039.329116 31.960400 0.026574 0.074009 -0.338604 0.937637
1766147822.223466873 208241.607802 2503039.316350 31.959108 0.026548 0.073948 -0.338867 0.937548
1766147822.243470907 208241.623039 2503039.303317 31.957735 0.026586 0.073928 -0.339111 0.937460
1766147822.270895243 208241.638283 2503039.290031 31.956335 0.026664 0.073848 -0.339339 0.937382
