# timestamp x y z qx qy qz qw
1757512294.738761902 634439.684302 4188554.390646 779.894455 -0.006372 0.017996 0.284323 0.958538
1757512294.752101660 634439.684307 4188554.390725 779.894404 -0.006363 0.017982 0.284328 0.958537
1757512294.772405148 634439.684314 4188554.390794 779.894351 -0.006361 0.017995 0.284324 0.958538
1757512294.792540789 634439.684322 4188554.390874 779.894291 -0.006366 0.017997 0.284324 0.958538
1757512294.812197208 634439.684324 4188554.390951 779.894237 -0.006355 0.017991 0.284315 0.958541
1757512294.837490320 634439.684321 4188554.391025 779.894170 -0.006364 0.017998 0.284317 0.958540
1757512294.851678848 634439.684316 4188554.391106 779.894102 -0.006351 0.017978 0.284315 0.958541
1757512294.871253252 634439.684309 4188554.391190 779.894025 -0.006367 0.017988 0.284323 0.958539
1757512294.891442060 634439.684304 4188554.391269 779.893961 -0.006357 0.017974 0.284323 0.958539
1757512294.912212372 634439.684303 4188554.391352 779.893896 -0.006364 0.017985 0.284316 0.958541
1757512294.934769869 634439.684306 4188554.391434 779.893845 -0.006364 0.017978 0.284310 0.958543
1757512294.952149630 634439.684315 4188554.391526 779.893776 -0.006367 0.017983 0.284302 0.958545
1757512294.972190380 634439.684322 4188554.391612 779.893726 -0.006363 0.017985 0.284311 0.958542
1757512294.993088722 634439.684334 4188554.391703 779.893672 -0.006360 0.017976 0.284314 0.958541
1757512295.011508465 634439.684340 4188554.391798 779.893620 -0.006363 0.017989 0.284324 0.958538
1757512295.037214994 634439.684359 4188554.391897 779.893579 -0.006368 0.017988 0.284326 0.958538
1757512295.052608490 634439.684371 4188554.391992 779.893528 -0.006369 0.017991 0.284321 0.958539
1757512295.073304653 634439.684393 4188554.392074 779.893480 -0.006374 0.018001 0.284316 0.958541
1757512295.092285156 634439.684411 4188554.392170 779.893418 -0.006362 0.017989 0.284311 0.958542
1757512295.112375736 634439.684431 4188554.392258 779.893362 -0.006370 0.018005 0.284315 0.958541
1757512295.137502909 634439.684446 4188554.392343 779.893290 -0.006367 0.017992 0.284320 0.958539
1757512295.151528835 634439.684453 4188554.392417 779.893227 -0.006368 0.018001 0.284319 0.958540
1757512295.171536922 634439.684461 4188554.392506 779.893164 -0.006373 0.017999 0.284319 0.958540
1757512295.192980051 634439.684464 4188554.392590 779.893108 -0.006362 0.018001 0.284308 0.958543
1757512295.211440325 634439.684467 4188554.392658 779.893034 -0.006375 0.018004 0.284306 0.958543
1757512295.267661810 634439.684452 4188554.392730 779.892969 -0.006353 0.017984 0.284304 0.958544
